icd_code,icd_version,diagnosis_title,diagnosis_key
S55001D,10,"Unspecified injury of ulnar artery at forearm level, right arm, subsequent encounter",10-S55001D
S55091,10,"Other specified injury of ulnar artery at forearm level, right arm",10-S55091
S56423,10,"Laceration of extensor muscle, fascia and tendon of right middle finger at forearm level",10-S56423
S56493,10,"Other injury of extensor muscle, fascia and tendon of right middle finger at forearm level",10-S56493
S60861S,10,"Insect bite (nonvenomous) of right wrist, sequela",10-S60861S
S61549A,10,"Puncture wound with foreign body of unspecified wrist, initial encounter",10-S61549A
S62156G,10,"Nondisplaced fracture of hook process of hamate [unciform] bone, unspecified wrist, subsequent encounter for fracture with delayed healing",10-S62156G
S62223K,10,"Displaced Rolando's fracture, unspecified hand, subsequent encounter for fracture with nonunion",10-S62223K
S62311B,10,"Displaced fracture of base of second metacarpal bone, left hand, initial encounter for open fracture",10-S62311B
S62637P,10,"Displaced fracture of distal phalanx of left little finger, subsequent encounter for fracture with malunion",10-S62637P
S65302S,10,"Unspecified injury of deep palmar arch of left hand, sequela",10-S65302S
S68612S,10,"Complete traumatic transphalangeal amputation of right middle finger, sequela",10-S68612S
S72045Q,10,"Nondisplaced fracture of base of neck of left femur, subsequent encounter for open fracture type I or II with malunion",10-S72045Q
S72101Q,10,"Unspecified trochanteric fracture of right femur, subsequent encounter for open fracture type I or II with malunion",10-S72101Q
S72133J,10,"Displaced apophyseal fracture of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing",10-S72133J
S7310,10,Unspecified sprain of hip,10-S7310
S76191D,10,"Other specified injury of right quadriceps muscle, fascia and tendon, subsequent encounter",10-S76191D
S81031,10,"Puncture wound without foreign body, right knee",10-S81031
S82221B,10,"Displaced transverse fracture of shaft of right tibia, initial encounter for open fracture type I or II",10-S82221B
S85419,10,"Laceration of lesser saphenous vein at lower leg level, unspecified leg",10-S85419
S86222S,10,"Laceration of muscle(s) and tendon(s) of anterior muscle group at lower leg level, left leg, sequela",10-S86222S
S91302D,10,"Unspecified open wound, left foot, subsequent encounter",10-S91302D
S92113A,10,"Displaced fracture of neck of unspecified talus, initial encounter for closed fracture",10-S92113A
S92143S,10,"Displaced dome fracture of unspecified talus, sequela",10-S92143S
S92231K,10,"Displaced fracture of intermediate cuneiform of right foot, subsequent encounter for fracture with nonunion",10-S92231K
S99212B,10,"Salter-Harris Type I physeal fracture of phalanx of left toe, initial encounter for open fracture",10-S99212B
T22761A,10,"Corrosion of third degree of right scapular region, initial encounter",10-T22761A
T23349,10,"Burn of third degree of unspecified multiple fingers (nail), including thumb",10-T23349
T23711S,10,"Corrosion of third degree of right thumb (nail), sequela",10-T23711S
T24322D,10,"Burn of third degree of left knee, subsequent encounter",10-T24322D
T25012A,10,"Burn of unspecified degree of left ankle, initial encounter",10-T25012A
T25031D,10,"Burn of unspecified degree of right toe(s) (nail), subsequent encounter",10-T25031D
T2551,10,Corrosion of first degree of ankle,10-T2551
T25599D,10,"Corrosion of first degree of multiple sites of unspecified ankle and foot, subsequent encounter",10-T25599D
T262,10,Burn with resulting rupture and destruction of eyeball,10-T262
T3160,10,Burns involving 60-69% of body surface with 0% to 9% third degree burns,10-T3160
T39094A,10,"Poisoning by salicylates, undetermined, initial encounter",10-T39094A
T45601D,10,"Poisoning by unspecified fibrinolysis-affecting drugs, accidental (unintentional), subsequent encounter",10-T45601D
T523X4D,10,"Toxic effect of glycols, undetermined, subsequent encounter",10-T523X4D
T596X2,10,"Toxic effect of hydrogen sulfide, intentional self-harm",10-T596X2
T6113,10,"Scombroid fish poisoning, assault",10-T6113
T80,10,"Complications following infusion, transfusion and therapeutic injection",10-T80
T82529D,10,"Displacement of unspecified cardiac and vascular devices and implants, subsequent encounter",10-T82529D
T84619,10,Infection and inflammatory reaction due to internal fixation device of unspecified bone of arm,10-T84619
T85613D,10,"Breakdown (mechanical) of artificial skin graft and decellularized allodermis, subsequent encounter",10-T85613D
V4371XS,10,"Person on outside of car injured in collision with sport utility vehicle in traffic accident, sequela",10-V4371XS
V4940XS,10,"Driver injured in collision with unspecified motor vehicles in traffic accident, sequela",10-V4940XS
V9039,10,Drowning and submersion due to falling or jumping from crushed unspecified watercraft,10-V9039
V9334,10,Fall on board sailboat,10-V9334
W0110,10,"Fall on same level from slipping, tripping and stumbling with subsequent striking against unspecified object",10-W0110
W1781,10,Fall down embankment (hill),10-W1781
W901XXS,10,"Exposure to infrared radiation, sequela",10-W901XXS
W9411XS,10,"Exposure to residence or prolonged visit at high altitude, sequela",10-W9411XS
Y35029A,10,"Legal intervention involving injury by handgun, unspecified person injured, initial encounter",10-Y35029A
Y35033S,10,"Legal intervention involving injury by rifle pellet, suspect injured, sequela",10-Y35033S
Y36100A,10,"War operations involving unspecified destruction of aircraft, military personnel, initial encounter",10-Y36100A
Y3690XA,10,"War operations, unspecified, initial encounter",10-Y3690XA
Y623,10,Failure of sterile precautions during injection or immunization,10-Y623
Y92157,10,Garden or yard of reform school as the place of occurrence of the external cause,10-Y92157
Z83511,10,Family history of glaucoma,10-Z83511
C7A094,10,"Malignant carcinoid tumor of the foregut, unspecified",10-C7A094
E754,10,Neuronal ceroid lipofuscinosis,10-E754
G40201,10,"Localization-related (focal) (partial) symptomatic epilepsy and epileptic syndromes with complex partial seizures, not intractable, with status epilepticus",10-G40201
G4724,10,"Circadian rhythm sleep disorder, free running type",10-G4724
H0421,10,Epiphora due to excess lacrimation,10-H0421
H6054,10,Acute eczematoid otitis externa,10-H6054
H73019,10,"Bullous myringitis, unspecified ear",10-H73019
I2729,10,Other secondary pulmonary hypertension,10-I2729
I288,10,Other diseases of pulmonary vessels,10-I288
L744,10,Anhidrosis,10-L744
L7633,10,Postprocedural seroma of skin and subcutaneous tissue following a dermatologic procedure,10-L7633
M0608,10,"Rheumatoid arthritis without rheumatoid factor, vertebrae",10-M0608
M1A149,10,"Lead-induced chronic gout, unspecified hand",10-M1A149
M6107,10,"Myositis ossificans traumatica, ankle and foot",10-M6107
M75122,10,"Complete rotator cuff tear or rupture of left shoulder, not specified as traumatic",10-M75122
M8087,10,"Other osteoporosis with current pathological fracture, ankle and foot",10-M8087
M84751S,10,"Incomplete atypical femoral fracture, right leg, sequela",10-M84751S
M89712,10,"Major osseous defect, left shoulder region",10-M89712
M9924,10,Subluxation stenosis of neural canal of sacral region,10-M9924
O09511,10,"Supervision of elderly primigravida, first trimester",10-O09511
O3431,10,"Maternal care for cervical incompetence, first trimester",10-O3431
O468,10,Other antepartum hemorrhage,10-O468
O471,10,False labor at or after 37 completed weeks of gestation,10-O471
P582,10,Neonatal jaundice due to infection,10-P582
P598,10,Neonatal jaundice from other specified causes,10-P598
R402211,10,"Coma scale, best verbal response, none, in the field [EMT or ambulance]",10-R402211
S0093XS,10,"Contusion of unspecified part of head, sequela",10-S0093XS
S06363,10,"Traumatic hemorrhage of cerebrum, unspecified, with loss of consciousness of 1 hours to 5 hours 59 minutes",10-S06363
S0911XS,10,"Strain of muscle and tendon of head, sequela",10-S0911XS
S148XXD,10,"Injury of other specified nerves of neck, subsequent encounter",10-S148XXD
S20301A,10,"Unspecified superficial injuries of right front wall of thorax, initial encounter",10-S20301A
S21019D,10,"Laceration without foreign body of unspecified breast, subsequent encounter",10-S21019D
S25412D,10,"Minor laceration of left pulmonary blood vessels, subsequent encounter",10-S25412D
S2699,10,"Other injury of heart, unspecified with or without hemopericardium",10-S2699
S31109D,10,"Unspecified open wound of abdominal wall, unspecified quadrant without penetration into peritoneal cavity, subsequent encounter",10-S31109D
S32461K,10,"Displaced associated transverse-posterior fracture of right acetabulum, subsequent encounter for fracture with nonunion",10-S32461K
S3591XS,10,"Laceration of unspecified blood vessel at abdomen, lower back and pelvis level, sequela",10-S3591XS
S42111B,10,"Displaced fracture of body of scapula, right shoulder, initial encounter for open fracture",10-S42111B
S4292XA,10,"Fracture of left shoulder girdle, part unspecified, initial encounter for closed fracture",10-S4292XA
S43081,10,Other subluxation of right shoulder joint,10-S43081
S4320,10,Unspecified subluxation and dislocation of sternoclavicular joint,10-S4320
S43223,10,Posterior subluxation of unspecified sternoclavicular joint,10-S43223
S43315D,10,"Dislocation of left scapula, subsequent encounter",10-S43315D
S4392XA,10,"Sprain of unspecified parts of left shoulder girdle, initial encounter",10-S4392XA
S46891A,10,"Other injury of other muscles, fascia and tendons at shoulder and upper arm level, right arm, initial encounter",10-S46891A
S52001F,10,"Unspecified fracture of upper end of right ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing",10-S52001F
S52209Q,10,"Unspecified fracture of shaft of unspecified ulna, subsequent encounter for open fracture type I or II with malunion",10-S52209Q
S52211D,10,"Greenstick fracture of shaft of right ulna, subsequent encounter for fracture with routine healing",10-S52211D
S52559S,10,"Other extraarticular fracture of lower end of unspecified radius, sequela",10-S52559S
S55012D,10,"Laceration of ulnar artery at forearm level, left arm, subsequent encounter",10-S55012D
S55912S,10,"Laceration of unspecified blood vessel at forearm level, left arm, sequela",10-S55912S
S60922S,10,"Unspecified superficial injury of left hand, sequela",10-S60922S
S61332A,10,"Puncture wound without foreign body of right middle finger with damage to nail, initial encounter",10-S61332A
S63016S,10,"Dislocation of distal radioulnar joint of unspecified wrist, sequela",10-S63016S
S63238D,10,"Subluxation of proximal interphalangeal joint of other finger, subsequent encounter",10-S63238D
S63428D,10,"Traumatic rupture of palmar ligament of other finger at metacarpophalangeal and interphalangeal joint, subsequent encounter",10-S63428D
S65992D,10,"Other specified injury of unspecified blood vessel at wrist and hand of left arm, subsequent encounter",10-S65992D
S6611,10,"Strain of flexor muscle, fascia and tendon of other and unspecified finger at wrist and hand level",10-S6611
S67191D,10,"Crushing injury of left index finger, subsequent encounter",10-S67191D
S68019S,10,"Complete traumatic metacarpophalangeal amputation of unspecified thumb, sequela",10-S68019S
S72026M,10,"Nondisplaced fracture of epiphysis (separation) (upper) of unspecified femur, subsequent encounter for open fracture type I or II with nonunion",10-S72026M
S72144R,10,"Nondisplaced intertrochanteric fracture of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",10-S72144R
S72302J,10,"Unspecified fracture of shaft of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing",10-S72302J
S75122D,10,"Major laceration of femoral vein at hip and thigh level, left leg, subsequent encounter",10-S75122D
S76922,10,"Laceration of unspecified muscles, fascia and tendons at thigh level, left thigh",10-S76922
S82043C,10,"Displaced comminuted fracture of unspecified patella, initial encounter for open fracture type IIIA, IIIB, or IIIC",10-S82043C
S82114S,10,"Nondisplaced fracture of right tibial spine, sequela",10-S82114S
S86001S,10,"Unspecified injury of right Achilles tendon, sequela",10-S86001S
S9000XA,10,"Contusion of unspecified ankle, initial encounter",10-S9000XA
S90462A,10,"Insect bite (nonvenomous), left great toe, initial encounter",10-S90462A
S92046A,10,"Nondisplaced other fracture of tuberosity of unspecified calcaneus, initial encounter for closed fracture",10-S92046A
S9351,10,Sprain of interphalangeal joint of toe,10-S9351
T17920,10,"Food in respiratory tract, part unspecified causing asphyxiation",10-T17920
T2013XS,10,"Burn of first degree of chin, sequela",10-T2013XS
T23059,10,Burn of unspecified degree of unspecified palm,10-T23059
T2571,10,Corrosion of third degree of ankle,10-T2571
T365X2S,10,"Poisoning by aminoglycosides, intentional self-harm, sequela",10-T365X2S
T3693,10,"Poisoning by unspecified systemic antibiotic, assault",10-T3693
T405X4,10,"Poisoning by cocaine, undetermined",10-T405X4
T45513S,10,"Poisoning by anticoagulants, assault, sequela",10-T45513S
T480X2A,10,"Poisoning by oxytocic drugs, intentional self-harm, initial encounter",10-T480X2A
T480X3D,10,"Poisoning by oxytocic drugs, assault, subsequent encounter",10-T480X3D
T490X1A,10,"Poisoning by local antifungal, anti-infective and anti-inflammatory drugs, accidental (unintentional), initial encounter",10-T490X1A
T5393XA,10,"Toxic effect of unspecified halogen derivatives of aliphatic and aromatic hydrocarbons, assault, initial encounter",10-T5393XA
T610,10,Ciguatera fish poisoning,10-T610
T6702XD,10,"Exertional heatstroke, subsequent encounter",10-T6702XD
T7119,10,Asphyxiation due to mechanical threat to breathing due to other causes,10-T7119
T7432XA,10,"Child psychological abuse, confirmed, initial encounter",10-T7432XA
T82530,10,Leakage of surgically created arteriovenous fistula,10-T82530
T83123S,10,"Displacement of other urinary stents, sequela",10-T83123S
T84091S,10,"Other mechanical complication of internal left hip prosthesis, sequela",10-T84091S
T84390D,10,"Other mechanical complication of electronic bone stimulator, subsequent encounter",10-T84390D
T852,10,Mechanical complication of intraocular lens,10-T852
V209XXS,10,"Unspecified motorcycle rider injured in collision with pedestrian or animal in traffic accident, sequela",10-V209XXS
V319XXS,10,"Unspecified occupant of three-wheeled motor vehicle injured in collision with pedal cycle in traffic accident, sequela",10-V319XXS
V4391XD,10,"Unspecified car occupant injured in collision with sport utility vehicle in traffic accident, subsequent encounter",10-V4391XD
V4762XD,10,"Passenger of other type car injured in collision with fixed or stationary object in traffic accident, subsequent encounter",10-V4762XD
V705XXS,10,"Driver of bus injured in collision with pedestrian or animal in traffic accident, sequela",10-V705XXS
W1789XD,10,"Other fall from one level to another, subsequent encounter",10-W1789XD
W3302XD,10,"Accidental discharge of hunting rifle, subsequent encounter",10-W3302XD
Y37031D,10,"Military operations involving explosion of sea-based artillery shell, civilian, subsequent encounter",10-Y37031D
Z89119,10,Acquired absence of unspecified hand,10-Z89119
A923,10,West Nile virus infection,10-A923
C181,10,Malignant neoplasm of appendix,10-C181
E76,10,Disorders of glycosaminoglycan metabolism,10-E76
F1698,10,"Hallucinogen use, unspecified with other specified hallucinogen-induced disorder",10-F1698
H21353,10,"Exudative cyst of pars plana, bilateral",10-H21353
H3340,10,"Traction detachment of retina, unspecified eye",10-H3340
H402231,10,"Chronic angle-closure glaucoma, bilateral, mild stage",10-H402231
H5008,10,Alternating esotropia with other noncomitancies,10-H5008
H5709,10,Other anomalies of pupillary function,10-H5709
I69352,10,Hemiplegia and hemiparesis following cerebral infarction affecting left dominant side,10-I69352
I70798,10,"Other atherosclerosis of other type of bypass graft(s) of the extremities, other extremity",10-I70798
K51512,10,Left sided colitis with intestinal obstruction,10-K51512
L081,10,Erythrasma,10-L081
M0201,10,"Arthropathy following intestinal bypass, shoulder",10-M0201
M05772,10,Rheumatoid arthritis with rheumatoid factor of left ankle and foot without organ or systems involvement,10-M05772
M06221,10,"Rheumatoid bursitis, right elbow",10-M06221
M08459,10,"Pauciarticular juvenile rheumatoid arthritis, unspecified hip",10-M08459
M10479,10,"Other secondary gout, unspecified ankle and foot",10-M10479
M124,10,Intermittent hydrarthrosis,10-M124
M23322,10,"Other meniscus derangements, posterior horn of medial meniscus, left knee",10-M23322
M274,10,Other and unspecified cysts of jaw,10-M274
M41,10,Scoliosis,10-M41
M60229,10,"Foreign body granuloma of soft tissue, not elsewhere classified, unspecified upper arm",10-M60229
M608,10,Other myositis,10-M608
M62121,10,"Other rupture of muscle (nontraumatic), right upper arm",10-M62121
M8432,10,"Stress fracture, humerus",10-M8432
O3122X3,10,"Continuing pregnancy after intrauterine death of one fetus or more, second trimester, fetus 3",10-O3122X3
Q553,10,Atresia of vas deferens,10-Q553
Q911,10,"Trisomy 18, mosaicism (mitotic nondisjunction)",10-Q911
S00422,10,Blister (nonthermal) of left ear,10-S00422
S0182XA,10,"Laceration with foreign body of other part of head, initial encounter",10-S0182XA
S0552XD,10,"Penetrating wound with foreign body of left eyeball, subsequent encounter",10-S0552XD
S060X2A,10,"Concussion with loss of consciousness of 31 minutes to 59 minutes, initial encounter",10-S060X2A
S06381S,10,"Contusion, laceration, and hemorrhage of brainstem with loss of consciousness of 30 minutes or less, sequela",10-S06381S
S064X4,10,Epidural hemorrhage with loss of consciousness of 6 hours to 24 hours,10-S064X4
S078XXA,10,"Crushing injury of other parts of head, initial encounter",10-S078XXA
S12041A,10,"Nondisplaced lateral mass fracture of first cervical vertebra, initial encounter for closed fracture",10-S12041A
S12291D,10,"Other nondisplaced fracture of third cervical vertebra, subsequent encounter for fracture with routine healing",10-S12291D
S21242D,10,"Puncture wound with foreign body of left back wall of thorax without penetration into thoracic cavity, subsequent encounter",10-S21242D
S23143D,10,"Dislocation of T7/T8 thoracic vertebra, subsequent encounter",10-S23143D
S25111S,10,"Minor laceration of right innominate or subclavian artery, sequela",10-S25111S
S27321A,10,"Contusion of lung, unilateral, initial encounter",10-S27321A
S3219XG,10,"Other fracture of sacrum, subsequent encounter for fracture with delayed healing",10-S3219XG
S32412B,10,"Displaced fracture of anterior wall of left acetabulum, initial encounter for open fracture",10-S32412B
S36519,10,Primary blast injury of unspecified part of colon,10-S36519
S36893D,10,"Laceration of other intra-abdominal organs, subsequent encounter",10-S36893D
S3991XA,10,"Unspecified injury of abdomen, initial encounter",10-S3991XA
S41132S,10,"Puncture wound without foreign body of left upper arm, sequela",10-S41132S
S45199,10,"Other specified injury of brachial artery, unspecified side",10-S45199
S46201S,10,"Unspecified injury of muscle, fascia and tendon of other parts of biceps, right arm, sequela",10-S46201S
S49012,10,"Salter-Harris Type I physeal fracture of upper end of humerus, left arm",10-S49012
S50322A,10,"Blister (nonthermal) of left elbow, initial encounter",10-S50322A
S51809S,10,"Unspecified open wound of unspecified forearm, sequela",10-S51809S
S52112,10,Torus fracture of upper end of left radius,10-S52112
S52232R,10,"Displaced oblique fracture of shaft of left ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",10-S52232R
S52691G,10,"Other fracture of lower end of right ulna, subsequent encounter for closed fracture with delayed healing",10-S52691G
S5422XA,10,"Injury of radial nerve at forearm level, left arm, initial encounter",10-S5422XA
S61301S,10,"Unspecified open wound of left index finger with damage to nail, sequela",10-S61301S
S61306A,10,"Unspecified open wound of right little finger with damage to nail, initial encounter",10-S61306A
S62664S,10,"Nondisplaced fracture of distal phalanx of right ring finger, sequela",10-S62664S
S63001D,10,"Unspecified subluxation of right wrist and hand, subsequent encounter",10-S63001D
S63266D,10,"Dislocation of metacarpophalangeal joint of right little finger, subsequent encounter",10-S63266D
S66491A,10,"Other specified injury of intrinsic muscle, fascia and tendon of right thumb at wrist and hand level, initial encounter",10-S66491A
S66912S,10,"Strain of unspecified muscle, fascia and tendon at wrist and hand level, left hand, sequela",10-S66912S
S72334R,10,"Nondisplaced oblique fracture of shaft of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",10-S72334R
S82136N,10,"Nondisplaced fracture of medial condyle of unspecified tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",10-S82136N
S82153N,10,"Displaced fracture of unspecified tibial tuberosity, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",10-S82153N
S82445P,10,"Nondisplaced spiral fracture of shaft of left fibula, subsequent encounter for closed fracture with malunion",10-S82445P
S8256XR,10,"Nondisplaced fracture of medial malleolus of unspecified tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",10-S8256XR
S826,10,Fracture of lateral malleolus,10-S826
S82875C,10,"Nondisplaced pilon fracture of left tibia, initial encounter for open fracture type IIIA, IIIB, or IIIC",10-S82875C
S83132A,10,"Medial subluxation of proximal end of tibia, left knee, initial encounter",10-S83132A
S8341,10,Sprain of medial collateral ligament of knee,10-S8341
S85102,10,"Unspecified injury of unspecified tibial artery, left leg",10-S85102
S89399,10,Other physeal fracture of lower end of unspecified fibula,10-S89399
S91022D,10,"Laceration with foreign body, left ankle, subsequent encounter",10-S91022D
S91042A,10,"Puncture wound with foreign body, left ankle, initial encounter",10-S91042A
S92122K,10,"Displaced fracture of body of left talus, subsequent encounter for fracture with nonunion",10-S92122K
S92243G,10,"Displaced fracture of medial cuneiform of unspecified foot, subsequent encounter for fracture with delayed healing",10-S92243G
S96222A,10,"Laceration of intrinsic muscle and tendon at ankle and foot level, left foot, initial encounter",10-S96222A
S99111A,10,"Salter-Harris Type I physeal fracture of right metatarsal, initial encounter for closed fracture",10-S99111A
T161XXS,10,"Foreign body in right ear, sequela",10-T161XXS
T169XXS,10,"Foreign body in ear, unspecified ear, sequela",10-T169XXS
T2129XA,10,"Burn of second degree of other site of trunk, initial encounter",10-T2129XA
T2136XS,10,"Burn of third degree of male genital region, sequela",10-T2136XS
T2179XS,10,"Corrosion of third degree of other site of trunk, sequela",10-T2179XS
T23022,10,Burn of unspecified degree of single left finger (nail) except thumb,10-T23022
T23792,10,Corrosion of third degree of multiple sites of left wrist and hand,10-T23792
T25591A,10,"Corrosion of first degree of multiple sites of right ankle and foot, initial encounter",10-T25591A
T2681XD,10,"Corrosions of other specified parts of right eye and adnexa, subsequent encounter",10-T2681XD
T413X6S,10,"Underdosing of local anesthetics, sequela",10-T413X6S
T440X1A,10,"Poisoning by anticholinesterase agents, accidental (unintentional), initial encounter",10-T440X1A
T457X4A,10,"Poisoning by anticoagulant antagonists, vitamin K and other coagulants, undetermined, initial encounter",10-T457X4A
T478X6,10,Underdosing of other agents primarily affecting gastrointestinal system,10-T478X6
T479,10,"Poisoning by, adverse effect of and underdosing of unspecified agents primarily affecting the gastrointestinal system",10-T479
T48294S,10,"Poisoning by other drugs acting on muscles, undetermined, sequela",10-T48294S
T608X3S,10,"Toxic effect of other pesticides, assault, sequela",10-T608X3S
T63084S,10,"Toxic effect of venom of other African and Asian snake, undetermined, sequela",10-T63084S
T6346,10,Toxic effect of venom of wasps,10-T6346
T83593,10,Infection and inflammatory reaction due to other urinary stents,10-T83593
T85614,10,Breakdown (mechanical) of insulin pump,10-T85614
T875,10,Necrosis of amputation stump,10-T875
V190,10,Pedal cycle driver injured in collision with other and unspecified motor vehicles in nontraffic accident,10-V190
V241XXS,10,"Motorcycle passenger injured in collision with heavy transport vehicle or bus in nontraffic accident, sequela",10-V241XXS
V251XXA,10,"Motorcycle passenger injured in collision with railway train or railway vehicle in nontraffic accident, initial encounter",10-V251XXA
V270XXD,10,"Motorcycle driver injured in collision with fixed or stationary object in nontraffic accident, subsequent encounter",10-V270XXD
V322,10,Person on outside of three-wheeled motor vehicle injured in collision with two- or three-wheeled motor vehicle in nontraffic accident,10-V322
V714XXS,10,"Person boarding or alighting from bus injured in collision with pedal cycle, sequela",10-V714XXS
V9132XA,10,"Hit or struck by falling object due to accident to fishing boat, initial encounter",10-V9132XA
V9207,10,Drowning and submersion due to fall off water-skis,10-V9207
V9301XS,10,"Burn due to localized fire on board passenger vessel, sequela",10-V9301XS
V9333XS,10,"Fall on board other powered watercraft, sequela",10-V9333XS
W3311XS,10,"Accidental malfunction of shotgun, sequela",10-W3311XS
W5649XD,10,"Other contact with shark, subsequent encounter",10-W5649XD
W888XXD,10,"Exposure to other ionizing radiation, subsequent encounter",10-W888XXD
X7402XD,10,"Intentional self-harm by paintball gun, subsequent encounter",10-X7402XD
Y248,10,"Other firearm discharge, undetermined intent",10-Y248
Y35392A,10,"Legal intervention involving other blunt objects, bystander injured, initial encounter",10-Y35392A
Y36310S,10,"War operations involving gasoline bomb, military personnel, sequela",10-Y36310S
Y381X3S,10,"Terrorism involving destruction of aircraft, terrorist injured, sequela",10-Y381X3S
Y384X2A,10,"Terrorism involving firearms, civilian injured, initial encounter",10-Y384X2A
Z0542,10,Observation and evaluation of newborn for suspected metabolic condition ruled out,10-Z0542
Z629,10,"Problem related to upbringing, unspecified",10-Z629
Z6821,10,"Body mass index (BMI) 21.0-21.9, adult",10-Z6821
Z8711,10,Personal history of peptic ulcer disease,10-Z8711
Z89211,10,Acquired absence of right upper limb below elbow,10-Z89211
A185,10,Tuberculosis of eye,10-A185
C713,10,Malignant neoplasm of parietal lobe,10-C713
C7411,10,Malignant neoplasm of medulla of right adrenal gland,10-C7411
C8338,10,"Diffuse large B-cell lymphoma, lymph nodes of multiple sites",10-C8338
C8449,10,"Peripheral T-cell lymphoma, not classified, extranodal and solid organ sites",10-C8449
D2262,10,"Melanocytic nevi of left upper limb, including shoulder",10-D2262
E63,10,Other nutritional deficiencies,10-E63
E713,10,Disorders of fatty-acid metabolism,10-E713
E7521,10,Fabry (-Anderson) disease,10-E7521
F939,10,"Childhood emotional disorder, unspecified",10-F939
H04161,10,"Lacrimal gland dislocation, right lacrimal gland",10-H04161
H04522,10,Eversion of left lacrimal punctum,10-H04522
H2713,10,Posterior dislocation of lens,10-H2713
H44709,10,"Unspecified retained (old) intraocular foreign body, nonmagnetic, unspecified eye",10-H44709
I6503,10,Occlusion and stenosis of bilateral vertebral arteries,10-I6503
I9781,10,Intraoperative cerebrovascular infarction,10-I9781
K040,10,Pulpitis,10-K040
K5502,10,Acute infarction of small intestine,10-K5502
K55049,10,"Acute infarction of large intestine, extent unspecified",10-K55049
L2082,10,Flexural eczema,10-L2082
M02049,10,"Arthropathy following intestinal bypass, unspecified hand",10-M02049
M0634,10,"Rheumatoid nodule, hand",10-M0634
M10131,10,"Lead-induced gout, right wrist",10-M10131
M25851,10,"Other specified joint disorders, right hip",10-M25851
M25872,10,"Other specified joint disorders, left ankle and foot",10-M25872
M41126,10,"Adolescent idiopathic scoliosis, lumbar region",10-M41126
M4826,10,"Kissing spine, lumbar region",10-M4826
M61539,10,"Other ossification of muscle, unspecified forearm",10-M61539
M79671,10,Pain in right foot,10-M79671
M80831K,10,"Other osteoporosis with current pathological fracture, right forearm, subsequent encounter for fracture with nonunion",10-M80831K
M84332A,10,"Stress fracture, left ulna, initial encounter for fracture",10-M84332A
M84676K,10,"Pathological fracture in other disease, unspecified foot, subsequent encounter for fracture with nonunion",10-M84676K
M93969,10,"Osteochondropathy, unspecified, unspecified lower leg",10-M93969
N025,10,Recurrent and persistent hematuria with diffuse mesangiocapillary glomerulonephritis,10-N025
N359,10,"Urethral stricture, unspecified",10-N359
O0485,10,Other venous complications following (induced) termination of pregnancy,10-O0485
O3004,10,"Twin pregnancy, dichorionic/diamniotic",10-O3004
O3122X5,10,"Continuing pregnancy after intrauterine death of one fetus or more, second trimester, fetus 5",10-O3122X5
O4193,10,"Disorder of amniotic fluid and membranes, unspecified, third trimester",10-O4193
O643XX3,10,"Obstructed labor due to brow presentation, fetus 3",10-O643XX3
O692XX1,10,"Labor and delivery complicated by other cord entanglement, with compression, fetus 1",10-O692XX1
O99814,10,Abnormal glucose complicating childbirth,10-O99814
Q070,10,Arnold-Chiari syndrome,10-Q070
Q614,10,Renal dysplasia,10-Q614
Q878,10,"Other specified congenital malformation syndromes, not elsewhere classified",10-Q878
R403,10,Persistent vegetative state,10-R403
S00271S,10,"Other superficial bite of right eyelid and periocular area, sequela",10-S00271S
S0630,10,Unspecified focal traumatic brain injury,10-S0630
S06339D,10,"Contusion and laceration of cerebrum, unspecified, with loss of consciousness of unspecified duration, subsequent encounter",10-S06339D
S1094XS,10,"External constriction of unspecified part of neck, sequela",10-S1094XS
S12131B,10,"Unspecified traumatic nondisplaced spondylolisthesis of second cervical vertebra, initial encounter for open fracture",10-S12131B
S12590A,10,"Other displaced fracture of sixth cervical vertebra, initial encounter for closed fracture",10-S12590A
S15029S,10,"Major laceration of unspecified carotid artery, sequela",10-S15029S
S15191D,10,"Other specified injury of right vertebral artery, subsequent encounter",10-S15191D
S159XXD,10,"Injury of unspecified blood vessel at neck level, subsequent encounter",10-S159XXD
S170,10,Crushing injury of larynx and trachea,10-S170
S20361D,10,"Insect bite (nonvenomous) of right front wall of thorax, subsequent encounter",10-S20361D
S2320XS,10,"Dislocation of unspecified part of thorax, sequela",10-S2320XS
S346XXS,10,"Injury of peripheral nerve(s) at abdomen, lower back and pelvis level, sequela",10-S346XXS
S37828A,10,"Other injury of prostate, initial encounter",10-S37828A
S40912D,10,"Unspecified superficial injury of left shoulder, subsequent encounter",10-S40912D
S40929A,10,"Unspecified superficial injury of unspecified upper arm, initial encounter",10-S40929A
S42012B,10,"Anterior displaced fracture of sternal end of left clavicle, initial encounter for open fracture",10-S42012B
