diagnosis_key,icd_code,icd_version,diagnosis_title
10-S12041,S12041,10,Nondisplaced lateral mass fracture of first cervical vertebra
10-S14124S,S14124S,10,"Central cord syndrome at C4 level of cervical spinal cord, sequela"
10-S21339S,S21339S,10,"Puncture wound without foreign body of unspecified front wall of thorax with penetration into thoracic cavity, sequela"
10-S25501D,S25501D,10,"Unspecified injury of intercostal blood vessels, right side, subsequent encounter"
10-S3022XA,S3022XA,10,"Contusion of scrotum and testes, initial encounter"
10-S30851,S30851,10,Superficial foreign body of abdominal wall
10-S31612A,S31612A,10,"Laceration without foreign body of abdominal wall, epigastric region with penetration into peritoneal cavity, initial encounter"
10-S32424S,S32424S,10,"Nondisplaced fracture of posterior wall of right acetabulum, sequela"
10-S35494A,S35494A,10,"Other specified injury of right renal vein, initial encounter"
10-S42495B,S42495B,10,"Other nondisplaced fracture of lower end of left humerus, initial encounter for open fracture"
10-S4441XA,S4441XA,10,"Injury of musculocutaneous nerve, right arm, initial encounter"
10-S45309S,S45309S,10,"Unspecified injury of superficial vein at shoulder and upper arm level, unspecified arm, sequela"
10-S49009D,S49009D,10,"Unspecified physeal fracture of upper end of humerus, unspecified arm, subsequent encounter for fracture with routine healing"
10-S52344J,S52344J,10,"Nondisplaced spiral fracture of shaft of radius, right arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
10-S5235,S5235,10,Comminuted fracture of shaft of radius
10-S52691R,S52691R,10,"Other fracture of lower end of right ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
10-S55292A,S55292A,10,"Other specified injury of vein at forearm level, left arm, initial encounter"
10-S56922,S56922,10,"Laceration of unspecified muscles, fascia and tendons at forearm level, left arm"
10-S61009D,S61009D,10,"Unspecified open wound of unspecified thumb without damage to nail, subsequent encounter"
10-S61122A,S61122A,10,"Laceration with foreign body of left thumb with damage to nail, initial encounter"
10-S62345A,S62345A,10,"Nondisplaced fracture of base of fourth metacarpal bone, left hand, initial encounter for closed fracture"
10-S62391A,S62391A,10,"Other fracture of second metacarpal bone, left hand, initial encounter for closed fracture"
10-S62648K,S62648K,10,"Nondisplaced fracture of proximal phalanx of other finger, subsequent encounter for fracture with nonunion"
10-S63429,S63429,10,Traumatic rupture of palmar ligament of unspecified finger at metacarpophalangeal and interphalangeal joint
10-S66116,S66116,10,"Strain of flexor muscle, fascia and tendon of right little finger at wrist and hand level"
10-S66197D,S66197D,10,"Other injury of flexor muscle, fascia and tendon of left little finger at wrist and hand level, subsequent encounter"
10-S68625,S68625,10,Partial traumatic transphalangeal amputation of left ring finger
10-S72309Q,S72309Q,10,"Unspecified fracture of shaft of unspecified femur, subsequent encounter for open fracture type I or II with malunion"
10-S72361B,S72361B,10,"Displaced segmental fracture of shaft of right femur, initial encounter for open fracture type I or II"
10-S72392,S72392,10,Other fracture of shaft of left femur
10-S72423A,S72423A,10,"Displaced fracture of lateral condyle of unspecified femur, initial encounter for closed fracture"
10-S72423B,S72423B,10,"Displaced fracture of lateral condyle of unspecified femur, initial encounter for open fracture type I or II"
10-S80851,S80851,10,"Superficial foreign body, right lower leg"
10-S82812,S82812,10,Torus fracture of upper end of left fibula
10-S82861Q,S82861Q,10,"Displaced Maisonneuve's fracture of right leg, subsequent encounter for open fracture type I or II with malunion"
10-S82866S,S82866S,10,"Nondisplaced Maisonneuve's fracture of unspecified leg, sequela"
10-S83239A,S83239A,10,"Complex tear of medial meniscus, current injury, unspecified knee, initial encounter"
10-S92115S,S92115S,10,"Nondisplaced fracture of neck of left talus, sequela"
10-S92146,S92146,10,Nondisplaced dome fracture of unspecified talus
10-S92154P,S92154P,10,"Nondisplaced avulsion fracture (chip fracture) of right talus, subsequent encounter for fracture with malunion"
10-S93134S,S93134S,10,"Subluxation of interphalangeal joint of right lesser toe(s), sequela"
10-S93139D,S93139D,10,"Subluxation of interphalangeal joint of unspecified toe(s), subsequent encounter"
10-S93303A,S93303A,10,"Unspecified subluxation of unspecified foot, initial encounter"
10-S95892A,S95892A,10,"Other specified injury of other blood vessels at ankle and foot level, left leg, initial encounter"
10-S98111D,S98111D,10,"Complete traumatic amputation of right great toe, subsequent encounter"
10-T17208,T17208,10,Unspecified foreign body in pharynx causing other injury
10-T2019XS,T2019XS,10,"Burn of first degree of multiple sites of head, face, and neck, sequela"
10-T23272,T23272,10,Burn of second degree of left wrist
10-T23541S,T23541S,10,"Corrosion of first degree of multiple right fingers (nail), including thumb, sequela"
10-T25192,T25192,10,Burn of first degree of multiple sites of left ankle and foot
10-T404X2,T404X2,10,"Poisoning by other synthetic narcotics, intentional self-harm"
10-T438X1D,T438X1D,10,"Poisoning by other psychotropic drugs, accidental (unintentional), subsequent encounter"
10-T457X,T457X,10,"Poisoning by, adverse effect of and underdosing of anticoagulant antagonists, vitamin K and other coagulants"
10-T496X4,T496X4,10,"Poisoning by otorhinolaryngological drugs and preparations, undetermined"
10-T50994S,T50994S,10,"Poisoning by other drugs, medicaments and biological substances, undetermined, sequela"
10-T563X1A,T563X1A,10,"Toxic effect of cadmium and its compounds, accidental (unintentional), initial encounter"
10-T597X1D,T597X1D,10,"Toxic effect of carbon dioxide, accidental (unintentional), subsequent encounter"
10-T704XXA,T704XXA,10,"Effects of high-pressure fluids, initial encounter"
10-T81514,T81514,10,Adhesions due to foreign body accidentally left in body following endoscopic examination
10-T83418D,T83418D,10,"Breakdown (mechanical) of other prosthetic devices, implants and grafts of genital tract, subsequent encounter"
10-T836,T836,10,"Infection and inflammatory reaction due to prosthetic device, implant and graft in genital tract"
10-T85590A,T85590A,10,"Other mechanical complication of bile duct prosthesis, initial encounter"
10-T85615S,T85615S,10,"Breakdown (mechanical) of other nervous system device, implant or graft, sequela"
10-V008,V008,10,Accident on other pedestrian conveyance
10-V193XXA,V193XXA,10,"Pedal cyclist (driver) (passenger) injured in unspecified nontraffic accident, initial encounter"
10-V271,V271,10,Motorcycle passenger injured in collision with fixed or stationary object in nontraffic accident
10-V3949XD,V3949XD,10,"Driver of three-wheeled motor vehicle injured in collision with other motor vehicles in traffic accident, subsequent encounter"
10-V487XXA,V487XXA,10,"Person on outside of car injured in noncollision transport accident in traffic accident, initial encounter"
10-V650XXA,V650XXA,10,"Driver of heavy transport vehicle injured in collision with railway train or railway vehicle in nontraffic accident, initial encounter"
10-V9019XD,V9019XD,10,"Drowning and submersion due to unspecified watercraft sinking, subsequent encounter"
10-V9524XS,V9524XS,10,"Other private fixed-wing aircraft fire injuring occupant, sequela"
10-W35XXXA,W35XXXA,10,"Explosion and rupture of boiler, initial encounter"
10-W5531XD,W5531XD,10,"Bitten by other hoof stock, subsequent encounter"
10-X942XXS,X942XXS,10,"Assault by machine gun, sequela"
10-Y07512,Y07512,10,"At-home adultcare provider, perpetrator of maltreatment and neglect"
10-Y36110,Y36110,10,"War operations involving destruction of aircraft due to enemy fire or explosives, military personnel"
10-Y36490A,Y36490A,10,"War operations involving other forms of conventional warfare, military personnel, initial encounter"
10-Y36540A,Y36540A,10,"War operation involving nuclear radiation effects of nuclear weapon, military personnel, initial encounter"
10-Y3744,Y3744,10,Military operations involving unarmed hand to hand combat
10-Y92142,Y92142,10,Bathroom in prison as the place of occurrence of the external cause
10-Z0442,Z0442,10,Encounter for examination and observation following alleged child rape
10-Z641,Z641,10,Problems related to multiparity
10-A232,A232,10,Brucellosis due to Brucella suis
10-C50522,C50522,10,Malignant neoplasm of lower-outer quadrant of left male breast
10-C8283,C8283,10,"Other types of follicular lymphoma, intra-abdominal lymph nodes"
10-D5721,D5721,10,Sickle-cell/Hb-C disease with crisis
10-D702,D702,10,Other drug-induced agranulocytosis
10-D892,D892,10,"Hypergammaglobulinemia, unspecified"
10-H18712,H18712,10,"Corneal ectasia, left eye"
10-H21312,H21312,10,"Exudative cysts of iris or anterior chamber, left eye"
10-H30119,H30119,10,"Disseminated chorioretinal inflammation of posterior pole, unspecified eye"
10-H441,H441,10,Other endophthalmitis
10-H442D3,H442D3,10,"Degenerative myopia with foveoschisis, bilateral eye"
10-H4452,H4452,10,Atrophy of globe
10-H47322,H47322,10,"Drusen of optic disc, left eye"
10-H9480,H9480,10,"Other specified disorders of ear in diseases classified elsewhere, unspecified ear"
10-I67841,I67841,10,Reversible cerebrovascular vasoconstriction syndrome
10-I974,I974,10,Intraoperative hemorrhage and hematoma of a circulatory system organ or structure complicating a procedure
10-J12,J12,10,"Viral pneumonia, not elsewhere classified"
10-K55042,K55042,10,Diffuse acute infarction of large intestine
10-L89213,L89213,10,"Pressure ulcer of right hip, stage 3"
10-M02162,M02162,10,"Postdysenteric arthropathy, left knee"
10-M19049,M19049,10,"Primary osteoarthritis, unspecified hand"
10-M1A4190,M1A4190,10,"Other secondary chronic gout, unspecified shoulder, without tophus (tophi)"
10-M65272,M65272,10,"Calcific tendinitis, left ankle and foot"
10-M8004,M8004,10,"Age-related osteoporosis with current pathological fracture, hand"
10-M85879,M85879,10,"Other specified disorders of bone density and structure, unspecified ankle and foot"
10-M8667,M8667,10,"Other chronic osteomyelitis, ankle and foot"
10-M868,M868,10,Other osteomyelitis
10-M87345,M87345,10,"Other secondary osteonecrosis, left finger(s)"
10-M8954,M8954,10,"Osteolysis, hand"
10-M9242,M9242,10,"Juvenile osteochondrosis of patella, left knee"
10-O114,O114,10,"Pre-existing hypertension with pre-eclampsia, complicating childbirth"
10-O418X32,O418X32,10,"Other specified disorders of amniotic fluid and membranes, third trimester, fetus 2"
10-O644,O644,10,Obstructed labor due to shoulder presentation
10-Q423,Q423,10,"Congenital absence, atresia and stenosis of anus without fistula"
10-Q70,Q70,10,Syndactyly
10-Q725,Q725,10,Longitudinal reduction defect of tibia
10-R442,R442,10,Other hallucinations
10-R6510,R6510,10,Systemic inflammatory response syndrome (SIRS) of non-infectious origin without acute organ dysfunction
10-S0122XS,S0122XS,10,"Laceration with foreign body of nose, sequela"
10-S01321D,S01321D,10,"Laceration with foreign body of right ear, subsequent encounter"
10-S062X9,S062X9,10,Diffuse traumatic brain injury with loss of consciousness of unspecified duration
10-S11024A,S11024A,10,"Puncture wound with foreign body of trachea, initial encounter"
10-S12110D,S12110D,10,"Anterior displaced Type II dens fracture, subsequent encounter for fracture with routine healing"
10-S12550,S12550,10,Other traumatic displaced spondylolisthesis of sixth cervical vertebra
10-S2193XA,S2193XA,10,"Puncture wound without foreign body of unspecified part of thorax, initial encounter"
10-S22010A,S22010A,10,"Wedge compression fracture of first thoracic vertebra, initial encounter for closed fracture"
10-S22032K,S22032K,10,"Unstable burst fracture of third thoracic vertebra, subsequent encounter for fracture with nonunion"
10-S2222,S2222,10,Fracture of body of sternum
10-S32611S,S32611S,10,"Displaced avulsion fracture of right ischium, sequela"
10-S42021G,S42021G,10,"Displaced fracture of shaft of right clavicle, subsequent encounter for fracture with delayed healing"
10-S42448,S42448,10,Incarcerated fracture (avulsion) of medial epicondyle of left humerus
10-S43142S,S43142S,10,"Inferior dislocation of left acromioclavicular joint, sequela"
10-S46129S,S46129S,10,"Laceration of muscle, fascia and tendon of long head of biceps, unspecified arm, sequela"
10-S49122S,S49122S,10,"Salter-Harris Type II physeal fracture of lower end of humerus, left arm, sequela"
10-S498,S498,10,Other specified injuries of shoulder and upper arm
10-S50311D,S50311D,10,"Abrasion of right elbow, subsequent encounter"
10-S52209B,S52209B,10,"Unspecified fracture of shaft of unspecified ulna, initial encounter for open fracture type I or II"
10-S52261D,S52261D,10,"Displaced segmental fracture of shaft of ulna, right arm, subsequent encounter for closed fracture with routine healing"
10-S52263K,S52263K,10,"Displaced segmental fracture of shaft of ulna, unspecified arm, subsequent encounter for closed fracture with nonunion"
10-S52319P,S52319P,10,"Greenstick fracture of shaft of radius, unspecified arm, subsequent encounter for fracture with malunion"
10-S52335F,S52335F,10,"Nondisplaced oblique fracture of shaft of left radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
10-S52591Q,S52591Q,10,"Other fractures of lower end of right radius, subsequent encounter for open fracture type I or II with malunion"
10-S52602Q,S52602Q,10,"Unspecified fracture of lower end of left ulna, subsequent encounter for open fracture type I or II with malunion"
10-S56929S,S56929S,10,"Laceration of unspecified muscles, fascia and tendons at forearm level, unspecified arm, sequela"
10-S59002S,S59002S,10,"Unspecified physeal fracture of lower end of ulna, left arm, sequela"
10-S60361,S60361,10,Insect bite (nonvenomous) of right thumb
10-S60541,S60541,10,External constriction of right hand
10-S61252,S61252,10,Open bite of right middle finger without damage to nail
10-S62035K,S62035K,10,"Nondisplaced fracture of proximal third of navicular [scaphoid] bone of left wrist, subsequent encounter for fracture with nonunion"
10-S62515A,S62515A,10,"Nondisplaced fracture of proximal phalanx of left thumb, initial encounter for closed fracture"
10-S63418,S63418,10,Traumatic rupture of collateral ligament of other finger at metacarpophalangeal and interphalangeal joint
10-S63512,S63512,10,Sprain of carpal joint of left wrist
10-S66120D,S66120D,10,"Laceration of flexor muscle, fascia and tendon of right index finger at wrist and hand level, subsequent encounter"
10-S6791XD,S6791XD,10,"Crushing injury of unspecified part(s) of right wrist, hand and fingers, subsequent encounter"
10-S70349A,S70349A,10,"External constriction, unspecified thigh, initial encounter"
10-S72063C,S72063C,10,"Displaced articular fracture of head of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC"
10-S72391M,S72391M,10,"Other fracture of shaft of right femur, subsequent encounter for open fracture type I or II with nonunion"
10-S72442J,S72442J,10,"Displaced fracture of lower epiphysis (separation) of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
10-S72443C,S72443C,10,"Displaced fracture of lower epiphysis (separation) of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC"
10-S75109S,S75109S,10,"Unspecified injury of femoral vein at hip and thigh level, unspecified leg, sequela"
10-S8024,S8024,10,External constriction of knee
10-S82423D,S82423D,10,"Displaced transverse fracture of shaft of unspecified fibula, subsequent encounter for closed fracture with routine healing"
10-S82434C,S82434C,10,"Nondisplaced oblique fracture of shaft of right fibula, initial encounter for open fracture type IIIA, IIIB, or IIIC"
10-S82436Q,S82436Q,10,"Nondisplaced oblique fracture of shaft of unspecified fibula, subsequent encounter for open fracture type I or II with malunion"
10-S82853J,S82853J,10,"Displaced trimalleolar fracture of unspecified lower leg, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
10-S83231S,S83231S,10,"Complex tear of medial meniscus, current injury, right knee, sequela"
10-S86021D,S86021D,10,"Laceration of right Achilles tendon, subsequent encounter"
10-S89321A,S89321A,10,"Salter-Harris Type II physeal fracture of lower end of right fibula, initial encounter for closed fracture"
10-S90552,S90552,10,"Superficial foreign body, left ankle"
10-S90933A,S90933A,10,"Unspecified superficial injury of unspecified great toe, initial encounter"
10-S92011G,S92011G,10,"Displaced fracture of body of right calcaneus, subsequent encounter for fracture with delayed healing"
10-S92153P,S92153P,10,"Displaced avulsion fracture (chip fracture) of unspecified talus, subsequent encounter for fracture with malunion"
10-S93122S,S93122S,10,"Dislocation of metatarsophalangeal joint of left great toe, sequela"
10-S9520,S9520,10,Unspecified injury of dorsal vein of foot
10-T2066XA,T2066XA,10,"Corrosion of second degree of forehead and cheek, initial encounter"
10-T23579,T23579,10,Corrosion of first degree of unspecified wrist
10-T23699D,T23699D,10,"Corrosion of second degree of multiple sites of unspecified wrist and hand, subsequent encounter"
10-T370X5A,T370X5A,10,"Adverse effect of sulfonamides, initial encounter"
10-T380X6D,T380X6D,10,"Underdosing of glucocorticoids and synthetic analogues, subsequent encounter"
10-T415X5,T415X5,10,Adverse effect of therapeutic gases
10-T422X3D,T422X3D,10,"Poisoning by succinimides and oxazolidinediones, assault, subsequent encounter"
10-T43015S,T43015S,10,"Adverse effect of tricyclic antidepressants, sequela"
10-T43204,T43204,10,"Poisoning by unspecified antidepressants, undetermined"
10-T446X3,T446X3,10,"Poisoning by alpha-adrenoreceptor antagonists, assault"
10-T448X1D,T448X1D,10,"Poisoning by centrally-acting and adrenergic-neuron-blocking agents, accidental (unintentional), subsequent encounter"
10-T50Z1,T50Z1,10,"Poisoning by, adverse effect of and underdosing of immunoglobulin"
10-T512X3D,T512X3D,10,"Toxic effect of 2-Propanol, assault, subsequent encounter"
10-T540X2,T540X2,10,"Toxic effect of phenol and phenol homologues, intentional self-harm"
10-T5493XA,T5493XA,10,"Toxic effect of unspecified corrosive substance, assault, initial encounter"
10-T63391A,T63391A,10,"Toxic effect of venom of other spider, accidental (unintentional), initial encounter"
10-T63632,T63632,10,"Toxic effect of contact with sea anemone, intentional self-harm"
10-T63634A,T63634A,10,"Toxic effect of contact with sea anemone, undetermined, initial encounter"
10-T655X2S,T655X2S,10,"Toxic effect of nitroglycerin and other nitric acids and esters, intentional self-harm, sequela"
10-T8181,T8181,10,Complication of inhalation therapy
10-T82222,T82222,10,Displacement of biological heart valve graft
10-T83712D,T83712D,10,"Erosion of implanted urethral mesh to surrounding organ or tissue, subsequent encounter"
10-T85123S,T85123S,10,"Displacement of implanted electronic neurostimulator, generator, sequela"
10-V615XXA,V615XXA,10,"Driver of heavy transport vehicle injured in collision with pedal cycle in traffic accident, initial encounter"
10-V617XXD,V617XXD,10,"Person on outside of heavy transport vehicle injured in collision with pedal cycle in traffic accident, subsequent encounter"
10-V640XXS,V640XXS,10,"Driver of heavy transport vehicle injured in collision with heavy transport vehicle or bus in nontraffic accident, sequela"
10-V6949XA,V6949XA,10,"Driver of heavy transport vehicle injured in collision with other motor vehicles in traffic accident, initial encounter"
10-V8615,V8615,10,Passenger of 3- or 4- wheeled all-terrain vehicle (ATV) injured in traffic accident
10-V9529XS,V9529XS,10,"Other accident to other private fixed-wing aircraft injuring occupant, sequela"
10-W2109XD,W2109XD,10,"Struck by other hit or thrown ball, subsequent encounter"
10-W330,W330,10,"Accidental rifle, shotgun and larger firearm discharge"
10-Y37451S,Y37451S,10,"Military operations involving combat using blunt or piercing object, civilian, sequela"
10-Y9262,Y9262,10,Dock or shipyard as the place of occurrence of the external cause
10-Z14,Z14,10,Genetic carrier
10-Z85831,Z85831,10,Personal history of malignant neoplasm of soft tissue
10-Z9224,Z9224,10,Personal history of steroid therapy
10-A360,A360,10,Pharyngeal diphtheria
10-C4362,C4362,10,"Malignant melanoma of left upper limb, including shoulder"
10-C441221,C441221,10,"Squamous cell carcinoma of skin of right upper eyelid, including canthus"
10-C461,C461,10,Kaposi's sarcoma of soft tissue
10-C8520,C8520,10,"Mediastinal (thymic) large B-cell lymphoma, unspecified site"
10-C9480,C9480,10,Other specified leukemias not having achieved remission
10-D3616,D3616,10,Benign neoplasm of peripheral nerves and autonomic nervous system of pelvis
10-E10311,E10311,10,Type 1 diabetes mellitus with unspecified diabetic retinopathy with macular edema
10-E103519,E103519,10,"Type 1 diabetes mellitus with proliferative diabetic retinopathy with macular edema, unspecified eye"
10-E11354,E11354,10,Type 2 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment
10-E7229,E7229,10,Other disorders of urea cycle metabolism
10-E7403,E7403,10,Cori disease
10-F1210,F1210,10,"Cannabis abuse, uncomplicated"
10-F318,F318,10,Other bipolar disorders
10-H02845,H02845,10,Edema of left lower eyelid
10-H3003,H3003,10,"Focal chorioretinal inflammation, peripheral"
10-H49811,H49811,10,"Kearns-Sayre syndrome, right eye"
10-H5012,H5012,10,Monocular exotropia with A pattern
10-H509,H509,10,Unspecified strabismus
10-H6993,H6993,10,"Unspecified Eustachian tube disorder, bilateral"
10-I8022,I8022,10,Phlebitis and thrombophlebitis of popliteal vein
10-I88,I88,10,Nonspecific lymphadenitis
10-L1231,L1231,10,Epidermolysis bullosa due to drug
10-L237,L237,10,"Allergic contact dermatitis due to plants, except food"
10-M00221,M00221,10,"Other streptococcal arthritis, right elbow"
10-M0510,M0510,10,Rheumatoid lung disease with rheumatoid arthritis of unspecified site
10-M05332,M05332,10,Rheumatoid heart disease with rheumatoid arthritis of left wrist
10-M11161,M11161,10,"Familial chondrocalcinosis, right knee"
10-M1A3220,M1A3220,10,"Chronic gout due to renal impairment, left elbow, without tophus (tophi)"
10-M23051,M23051,10,"Cystic meniscus, posterior horn of lateral meniscus, right knee"
10-M61031,M61031,10,"Myositis ossificans traumatica, right forearm"
10-M61145,M61145,10,"Myositis ossificans progressiva, left finger(s)"
10-M7118,M7118,10,"Other infective bursitis, other site"
10-M8088XP,M8088XP,10,"Other osteoporosis with current pathological fracture, vertebra(e), subsequent encounter for fracture with malunion"
10-M84432D,M84432D,10,"Pathological fracture, left ulna, subsequent encounter for fracture with routine healing"
10-M84549K,M84549K,10,"Pathological fracture in neoplastic disease, unspecified hand, subsequent encounter for fracture with nonunion"
10-M86439,M86439,10,"Chronic osteomyelitis with draining sinus, unspecified radius and ulna"
10-M87879,M87879,10,"Other osteonecrosis, unspecified toe(s)"
10-M913,M913,10,Pseudocoxalgia
10-O0739,O0739,10,Failed attempted termination of pregnancy with other complications
10-O1420,O1420,10,"HELLP syndrome (HELLP), unspecified trimester"
10-O3103X2,O3103X2,10,"Papyraceous fetus, third trimester, fetus 2"
10-O3623X2,O3623X2,10,"Maternal care for hydrops fetalis, third trimester, fetus 2"
10-O36893,O36893,10,"Maternal care for other specified fetal problems, third trimester"
10-O99412,O99412,10,"Diseases of the circulatory system complicating pregnancy, second trimester"
10-P5222,P5222,10,"Intraventricular (nontraumatic) hemorrhage, grade 4, of newborn"
10-P550,P550,10,Rh isoimmunization of newborn
10-S0086XA,S0086XA,10,"Insect bite (nonvenomous) of other part of head, initial encounter"
10-S0132,S0132,10,Laceration with foreign body of ear
10-S01442S,S01442S,10,"Puncture wound with foreign body of left cheek and temporomandibular area, sequela"
10-S0211DA,S0211DA,10,"Type II occipital condyle fracture, left side, initial encounter for closed fracture"
10-S066X8S,S066X8S,10,"Traumatic subarachnoid hemorrhage with loss of consciousness of any duration with death due to other cause prior to regaining consciousness, sequela"
10-S06822S,S06822S,10,"Injury of left internal carotid artery, intracranial portion, not elsewhere classified with loss of consciousness of 31 minutes to 59 minutes, sequela"
10-S1090XS,S1090XS,10,"Unspecified superficial injury of unspecified part of neck, sequela"
10-S14132D,S14132D,10,"Anterior cord syndrome at C2 level of cervical spinal cord, subsequent encounter"
10-S2142,S2142,10,Laceration with foreign body of back wall of thorax with penetration into thoracic cavity
10-S24143S,S24143S,10,"Brown-Sequard syndrome at T7-T10 level of thoracic spinal cord, sequela"
10-S40271A,S40271A,10,"Other superficial bite of right shoulder, initial encounter"
10-S41159,S41159,10,Open bite of unspecified upper arm
10-S42035,S42035,10,Nondisplaced fracture of lateral end of left clavicle
10-S4211,S4211,10,Fracture of body of scapula
10-S42152P,S42152P,10,"Displaced fracture of neck of scapula, left shoulder, subsequent encounter for fracture with malunion"
10-S43492D,S43492D,10,"Other sprain of left shoulder joint, subsequent encounter"
10-S52209E,S52209E,10,"Unspecified fracture of shaft of unspecified ulna, subsequent encounter for open fracture type I or II with routine healing"
10-S52292Q,S52292Q,10,"Other fracture of shaft of left ulna, subsequent encounter for open fracture type I or II with malunion"
10-S52614Q,S52614Q,10,"Nondisplaced fracture of right ulna styloid process, subsequent encounter for open fracture type I or II with malunion"
10-S53124A,S53124A,10,"Posterior dislocation of right ulnohumeral joint, initial encounter"
10-S55002,S55002,10,"Unspecified injury of ulnar artery at forearm level, left arm"
10-S56322,S56322,10,"Laceration of extensor or abductor muscles, fascia and tendons of left thumb at forearm level"
10-S58012A,S58012A,10,"Complete traumatic amputation at elbow level, left arm, initial encounter"
10-S60351,S60351,10,Superficial foreign body of right thumb
10-S60478S,S60478S,10,"Other superficial bite of other finger, sequela"
10-S60521D,S60521D,10,"Blister (nonthermal) of right hand, subsequent encounter"
10-S62311P,S62311P,10,"Displaced fracture of base of second metacarpal bone, left hand, subsequent encounter for fracture with malunion"
10-S65192S,S65192S,10,"Other specified injury of radial artery at wrist and hand level of left arm, sequela"
10-S66102D,S66102D,10,"Unspecified injury of flexor muscle, fascia and tendon of right middle finger at wrist and hand level, subsequent encounter"
10-S6731XS,S6731XS,10,"Crushing injury of right wrist, sequela"
10-S72032B,S72032B,10,"Displaced midcervical fracture of left femur, initial encounter for open fracture type I or II"
10-S72032S,S72032S,10,"Displaced midcervical fracture of left femur, sequela"
10-S72142M,S72142M,10,"Displaced intertrochanteric fracture of left femur, subsequent encounter for open fracture type I or II with nonunion"
10-S72143A,S72143A,10,"Displaced intertrochanteric fracture of unspecified femur, initial encounter for closed fracture"
10-S72332C,S72332C,10,"Displaced oblique fracture of shaft of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC"
10-S72402Q,S72402Q,10,"Unspecified fracture of lower end of left femur, subsequent encounter for open fracture type I or II with malunion"
10-S72411,S72411,10,Displaced unspecified condyle fracture of lower end of right femur
10-S82042B,S82042B,10,"Displaced comminuted fracture of left patella, initial encounter for open fracture type I or II"
10-S82236J,S82236J,10,"Nondisplaced oblique fracture of shaft of unspecified tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
10-S8255XQ,S8255XQ,10,"Nondisplaced fracture of medial malleolus of left tibia, subsequent encounter for open fracture type I or II with malunion"
10-S83111A,S83111A,10,"Anterior subluxation of proximal end of tibia, right knee, initial encounter"
10-S83269A,S83269A,10,"Peripheral tear of lateral meniscus, current injury, unspecified knee, initial encounter"
10-S89301D,S89301D,10,"Unspecified physeal fracture of lower end of right fibula, subsequent encounter for fracture with routine healing"
10-S90849S,S90849S,10,"External constriction, unspecified foot, sequela"
10-S92015B,S92015B,10,"Nondisplaced fracture of body of left calcaneus, initial encounter for open fracture"
10-T22319A,T22319A,10,"Burn of third degree of unspecified forearm, initial encounter"
10-T23131A,T23131A,10,"Burn of first degree of multiple right fingers (nail), not including thumb, initial encounter"
10-T24439D,T24439D,10,"Corrosion of unspecified degree of unspecified lower leg, subsequent encounter"
10-T25539D,T25539D,10,"Corrosion of first degree of unspecified toe(s) (nail), subsequent encounter"
10-T3409,T3409,10,Frostbite with tissue necrosis of other part of head
10-T3452,T3452,10,Frostbite with tissue necrosis of hand
10-T360X2,T360X2,10,"Poisoning by penicillins, intentional self-harm"
10-T380X,T380X,10,"Poisoning by, adverse effect of and underdosing of glucocorticoids and synthetic analogues"
10-T383X5,T383X5,10,Adverse effect of insulin and oral hypoglycemic [antidiabetic] drugs
10-T400X4,T400X4,10,"Poisoning by opium, undetermined"
10-T422X,T422X,10,"Poisoning by, adverse effect of and underdosing of succinimides and oxazolidinediones"
10-T43025D,T43025D,10,"Adverse effect of tetracyclic antidepressants, subsequent encounter"
10-T43626A,T43626A,10,"Underdosing of amphetamines, initial encounter"
10-T467X4D,T467X4D,10,"Poisoning by peripheral vasodilators, undetermined, subsequent encounter"
10-T50Z94A,T50Z94A,10,"Poisoning by other vaccines and biological substances, undetermined, initial encounter"
10-T632X4A,T632X4A,10,"Toxic effect of venom of scorpion, undetermined, initial encounter"
10-T677XXA,T677XXA,10,"Heat edema, initial encounter"
10-T69022D,T69022D,10,"Immersion foot, left foot, subsequent encounter"
10-T84114S,T84114S,10,"Breakdown (mechanical) of internal fixation device of right femur, sequela"
10-T84196D,T84196D,10,"Other mechanical complication of internal fixation device of bone of right lower leg, subsequent encounter"
10-T85890,T85890,10,"Other specified complication of nervous system prosthetic devices, implants and grafts"
10-V462XXA,V462XXA,10,"Person on outside of car injured in collision with other nonmotor vehicle in nontraffic accident, initial encounter"
10-V5960XA,V5960XA,10,"Unspecified occupant of pick-up truck or van injured in collision with unspecified motor vehicles in traffic accident, initial encounter"
10-V9013XD,V9013XD,10,"Drowning and submersion due to other powered watercraft sinking, subsequent encounter"
10-V9111,V9111,10,Crushed between passenger ship and other watercraft or other object due to collision
10-V9204XS,V9204XS,10,"Drowning and submersion due to fall off sailboat, sequela"
10-V9603XS,V9603XS,10,"Balloon collision injuring occupant, sequela"
